Account,Link,Followers,Audience Country,Authentic engagement,Engagement avg,Category1,Hashtags,Cost Story,Cost Post
vousmevoyez,https://www.instagram.com/vousmevoyez/,10000000.0,Indonesia,474100.0,615600.0,Music,"['#friendsforlife', '#funtime', '#beautyblogger', '#athlete', '#fitfam', '#happyme', '#likeforlike']",28446.0,66374.0
ldh_sky,https://www.instagram.com/ldh_sky/,5400000.0,Indonesia,908000.0,1200000.0,Undefined,"['#rugby', '#gym', '#weekend', '#outfit', '#nature', '#yoga', '#travelgram', '#bestoftheday']",54480.0,127120.00000000001
jimmyfallon,https://www.instagram.com/jimmyfallon/,20800000.0,United States,236700.0,297000.0,Shows,"['#instadaily', '#beautifuldestinations', '#friends', '#foodheaven', '#realestate']",14202.0,33138.0
dukissj,https://www.instagram.com/dukissj/,8600000.0,Argentina,405200.0,722600.0,Music,"['#fitness', '#blackandwhite']",24312.0,56728.00000000001
darianrojasc,https://www.instagram.com/darianrojasc/,7900000.0,Mexico,718100.0,794000.0,Lifestyle,['#modeling'],43086.0,100534.00000000001
iqbaal.e,https://www.instagram.com/iqbaal.e/,13300000.0,Indonesia,266000.0,457600.0,Cinema,"['#food', '#blogger', '#beauty', '#beach', '#sunset']",15960.0,37240.0
kun11xd,https://www.instagram.com/kun11xd/,6300000.0,Indonesia,788700.0,987300.0,Lifestyle,"['#fashionphotography', '#boxing', '#telecom', '#foodieforlife']",47322.0,110418.00000000001
alexisren,https://www.instagram.com/alexisren/,15500000.0,United States,251900.0,391200.0,Lifestyle,"['#foodie', '#couplesgoals', '#art', '#beautifulday', '#luxury', '#swimming', '#makeup', '#dog', '#fitness', '#friendsforlife']",15114.0,35266.0
polo.capalot,https://www.instagram.com/polo.capalot/,9900000.0,United States,378400.0,622400.0,Music,"['#beautifuldestinations', '#foodheaven', '#flex', '#quote', '#healthy', '#media', '#dogstagram', '#beauty', '#foodnetwork']",22704.0,52976.00000000001
ratantata,https://www.instagram.com/ratantata/,5600000.0,India,916500.0,1100000.0,Business,"['#foodphotography', '#workout', '#selfie', '#motivation']",54990.0,128310.00000000001
michelleobama,https://www.instagram.com/michelleobama/,48600000.0,United States,113600.0,125100.0,Finance,"['#foodie', '#fashionable']",6816.0,15904.000000000002
hshq,https://www.instagram.com/hshq/,5400000.0,United States,641000.0,1100000.0,Music,['#goodmorning'],38460.0,89740.00000000001
michaelbjordan,https://www.instagram.com/michaelbjordan/,18300000.0,United States,197800.0,327900.0,Cinema,"['#selfies', '#tennis']",11868.0,27692.000000000004
felicyangelista_,https://www.instagram.com/felicyangelista_/,20600000.0,Indonesia,211400.0,289800.0,Family,"['#happiness', '#holidayseason', '#foodislifee', '#flex', '#naturelovers', '#naturephotography', '#happy']",12684.0,29596.000000000004
peytonlist,https://www.instagram.com/peytonlist/,19400000.0,United States,205000.0,308600.0,Cinema,['#health'],12300.0,28700.000000000004
kenzie,https://www.instagram.com/kenzie/,14900000.0,United States,263400.0,400900.0,Art,"['#foodgawker', '#fashionphotography']",15804.0,36876.0
jimena.jimenezr,https://www.instagram.com/jimena.jimenezr/,5900000.0,Mexico,706000.0,1000000.0,Undefined,"['#cars', '#coffee', '#workoutmotivation', '#foodfeed', '#summer', '#likeforlike', '#smile']",42360.0,98840.00000000001
yangyang_x2,https://www.instagram.com/yangyang_x2/,5900000.0,Indonesia,808000.0,1000000.0,Undefined,"['#instaphoto', '#styleinspiration', '#tennis']",48480.0,113120.00000000001
madhuridixitnene,https://www.instagram.com/madhuridixitnene/,29500000.0,India,174100.0,202400.0,Music,"['#fitlife', '#cars']",10446.0,24374.000000000004
lanacondor,https://www.instagram.com/lanacondor/,11000000.0,Brazil,396800.0,540700.0,Cinema,"['#fashionista', '#model']",23808.0,55552.00000000001
ross_lynch,https://www.instagram.com/ross_lynch/,9900000.0,United States,304500.0,607700.0,Music,"['#cars', '#makeup', '#foodstagrammer', '#instagood', '#dogsofinstagram', '#foodie', '#travel']",18270.0,42630.00000000001
ciara,https://www.instagram.com/ciara/,30700000.0,United States,143500.0,192800.0,Music,"['#selfie', '#outfit', '#tech', '#workoutmotivation', '#instalike', '#foodforfoodies', '#baseball', '#holiday', '#entrepreneur']",8610.0,20090.000000000004
kingbach,https://www.instagram.com/kingbach/,21900000.0,United States,134800.0,271200.0,Music,['#likeforlike'],8088.0,18872.0
corinnakopf,https://www.instagram.com/corinnakopf/,6300000.0,United States,623400.0,954000.0,Beauty,"['#foodnetwork', '#swimming', '#lifestyle', '#foodforfoodies']",37404.0,87276.00000000001
rogerfederer,https://www.instagram.com/rogerfederer/,9100000.0,Spain,510400.0,661500.0,Sports with a ball,"['#hockey', '#nature']",30624.0,71456.0
jensenackles,https://www.instagram.com/jensenackles/,9000000.0,United States,511400.0,665000.0,Cinema,"['#picoftheday', '#happybirthday', '#skiing']",30684.0,71596.0
euphoria,https://www.instagram.com/euphoria/,5000000.0,United States,733800.0,1200000.0,Undefined,"['#styleblogger', '#photographer', '#likeforlike', '#foodie']",44028.0,102732.00000000001
pefabiodemelo,https://www.instagram.com/pefabiodemelo/,25300000.0,Brazil,155600.0,233900.0,Lifestyle,"['#yum', '#athlete', '#cars', '#picoftheday', '#motivation', '#construction', '#foodie', '#travelphotography', '#foodcoma', '#marathon']",9336.0,21784.000000000004
liamhemsworth,https://www.instagram.com/liamhemsworth/,13200000.0,United States,311500.0,442800.0,Cinema,"['#sunset', '#workout', '#picoftheday']",18690.0,43610.00000000001
sav.labrant,https://www.instagram.com/sav.labrant/,6900000.0,United States,638600.0,854000.0,Family,"['#gains', '#foodislifee', '#amazing', '#motivational', '#instapic', '#money', '#happiness']",38316.0,89404.00000000001
rafaelnadal,https://www.instagram.com/rafaelnadal/,13500000.0,Spain,344000.0,431000.0,Sports with a ball,"['#parkour', '#couplesgoals', '#beautiful', '#colorful']",20640.0,48160.00000000001
maneskinofficial,https://www.instagram.com/maneskinofficial/,6000000.0,Italy,698700.0,985900.0,Lifestyle,"['#luxury', '#travel']",41922.0,97818.00000000001
rizkybillar,https://www.instagram.com/rizkybillar/,12400000.0,Indonesia,358200.0,462000.0,Shows,"['#familytime', '#construction', '#fitnessmodel', '#blogger', '#nature', '#foodie']",21492.0,50148.00000000001
raisa6690,https://www.instagram.com/raisa6690/,29800000.0,Indonesia,122300.0,191400.0,Music,"['#cricket', '#foodexperience']",7338.0,17122.0
cocielo,https://www.instagram.com/cocielo/,17500000.0,Brazil,207800.0,325100.0,Cinema,['#fitlife'],12468.0,29092.000000000004
anguscloud,https://www.instagram.com/anguscloud/,4300000.0,United States,808400.0,1300000.0,Undefined,"['#like4like', '#foodbloggersofinstagram']",48504.0,113176.00000000001
coldplay,https://www.instagram.com/coldplay/,14800000.0,Brazil,275100.0,383500.0,Music,"['#sunset', '#snowboarding', '#instalike', '#foodtime', '#motivation', '#sports']",16506.0,38514.00000000001
premierleague,https://www.instagram.com/premierleague/,53700000.0,United Kingdom,73800.0,105300.0,Sports with a ball,"['#girl', '#styleblogger', '#crossfit', '#happybirthday', '#cricket', '#gains', '#foodexperience', '#foodcoma']",4428.0,10332.000000000002
shreyaghoshal,https://www.instagram.com/shreyaghoshal/,23400000.0,India,216900.0,241100.0,Music,"['#foodlife', '#fit', '#photography', '#lovequotes', '#beautifuldestinations']",13014.0,30366.000000000004
angelrai07,https://www.instagram.com/angelrai07/,11000000.0,India,423200.0,510100.0,Humor,['#style'],25392.0,59248.00000000001
celestebarber,https://www.instagram.com/celestebarber/,8800000.0,United States,602900.0,650700.0,Humor,"['#trendy', '#rugby', '#igers', '#foodporn', '#lifeisgood', '#smilemore', '#training']",36174.0,84406.00000000001
vanessamorgan,https://www.instagram.com/vanessamorgan/,9400000.0,United States,419500.0,596500.0,Music,"['#life', '#cycling', '#manufacturing']",25170.0,58730.00000000001
channingtatum,https://www.instagram.com/channingtatum/,16900000.0,United States,227600.0,328900.0,Cinema,"['#motivation', '#skiing', '#realestate', '#couplesgoals', '#foodbloggersofinstagram', '#golf', '#construction', '#workoutmotivation']",13656.0,31864.000000000004
burcuozberk,https://www.instagram.com/burcuozberk/,8800000.0,Turkey,495800.0,641700.0,Cinema,"['#happybirthday', '#follow', '#naturephotography', '#wanderlust', '#football', '#tech', '#motivation', '#shopping', '#music', '#happyme']",29748.0,69412.0
joerogan,https://www.instagram.com/joerogan/,14500000.0,United States,275800.0,385400.0,Humor,['#fashionblogger'],16548.0,38612.00000000001
kevindebruyne,https://www.instagram.com/kevindebruyne/,16200000.0,United Kingdom,216600.0,335400.0,Sports with a ball,"['#foodblogfeed', '#instatravel', '#inspiration', '#foodstagrammer', '#funny', '#instamood']",12996.0,30324.000000000004
d_a___m_i,https://www.instagram.com/d_a___m_i/,4100000.0,Indonesia,1100000.0,1300000.0,Undefined,"['#fashion', '#success', '#doglovers', '#familytime', '#blogger', '#extremesports', '#life', '#education']",66000.0,154000.00000000003
_shotaroo_,https://www.instagram.com/_shotaroo_/,4600000.0,Indonesia,912000.0,1200000.0,Undefined,"['#foodfeed', '#fit', '#skateboarding', '#party', '#happyme']",54720.0,127680.00000000001
f1,https://www.instagram.com/f1/,17100000.0,Italy,248000.0,314400.0,Racing,"['#beauty', '#foodieforlife', '#follow4follow', '#blessings', '#beautifulday', '#igers']",14880.0,34720.0
candiceking,https://www.instagram.com/candiceking/,9700000.0,Brazil,403600.0,561900.0,Family,"['#travelgram', '#holiday', '#beautyful', '#fitnessmodel', '#new', '#instadaily', '#pilates']",24216.0,56504.00000000001
asabopp,https://www.instagram.com/asabopp/,5800000.0,Brazil,639400.0,935200.0,Cinema,"['#baseball', '#foodbloggerlife']",38364.0,89516.00000000001
mo.on_air,https://www.instagram.com/mo.on_air/,4000000.0,Indonesia,1100000.0,1400000.0,Undefined,"['#fashion', '#motivation', '#foodstagrammer', '#strength', '#fun']",66000.0,154000.00000000003
litkillah,https://www.instagram.com/litkillah/,6700000.0,Argentina,614200.0,810400.0,Music,"['#athlete', '#happybirthday', '#beauty', '#muscle', '#quotes', '#marathon', '#dogstagram', '#energy', '#igers']",36852.0,85988.00000000001
ansufati,https://www.instagram.com/ansufati/,7800000.0,Spain,455300.0,690600.0,Sports with a ball,"['#beautyblogger', '#instagood', '#hockey', '#fitnessmodel', '#trailrunning', '#styleinspiration']",27318.0,63742.00000000001
evcenf,https://www.instagram.com/evcenf/,12600000.0,Turkey,337000.0,424500.0,Lifestyle,"['#skateboarding', '#girl', '#fashionphotography', '#follow4follow', '#blessings']",20220.0,47180.00000000001
paulwalker,https://www.instagram.com/paulwalker/,14400000.0,India,266000.0,364000.0,Cinema,"['#cricket', '#bestoftheday', '#goodtimes', '#igers', '#foodstagram', '#training']",15960.0,37240.0
quavohuncho,https://www.instagram.com/quavohuncho/,20700000.0,United States,154200.0,254400.0,Music,"['#followback', '#muscle', '#lifestyle']",9252.0,21588.000000000004
jaimelorentelo,https://www.instagram.com/jaimelorentelo/,14600000.0,Brazil,268700.0,359400.0,Cinema,"['#foodstagram', '#foodgawker', '#style', '#picoftheday', '#travel', '#quote', '#quotes', '#tbt', '#lovequotes']",16122.0,37618.0
iscoalarcon,https://www.instagram.com/iscoalarcon/,22900000.0,Spain,159200.0,229800.0,Sports with a ball,"['#fitfam', '#transportation', '#yoga', '#instaphoto', '#tennis']",9552.0,22288.000000000004
cvillaloboss,https://www.instagram.com/cvillaloboss/,18400000.0,Colombia,231200.0,284500.0,Shows,"['#new', '#foodie', '#foodexperience', '#gym', '#surfing', '#foodexplorer', '#trailrunning', '#foodfeed']",13872.0,32368.000000000004
austinmcbroom,https://www.instagram.com/austinmcbroom/,6500000.0,India,580400.0,817200.0,Lifestyle,"['#happynewyear', '#manufacturing', '#summer2022', '#sky', '#modeling', '#photographysouls', '#likeforlike']",34824.0,81256.00000000001
vegetta777,https://www.instagram.com/vegetta777/,5700000.0,Mexico,684300.0,934600.0,Undefined,"['#travelgram', '#cars']",41058.0,95802.00000000001
adamsandler,https://www.instagram.com/adamsandler/,12000000.0,United States,340600.0,433500.0,Cinema,"['#cool', '#wanderlust', '#style', '#yum', '#foodcoma']",20436.0,47684.00000000001
araikgalstyanmoscowschool,https://www.instagram.com/araikgalstyanmoscowschool/,12600000.0,Turkey,319800.0,413000.0,Beauty,"['#amazing', '#fashionphotography', '#foodstagrammer', '#fitnessmodel', '#naturelovers', '#cute']",19188.0,44772.00000000001
obj,https://www.instagram.com/obj/,15200000.0,United States,179300.0,342500.0,Sports with a ball,"['#workoutmotivation', '#energy', '#holidayseason', '#follow4follow', '#entertainment', '#surfing']",10758.0,25102.000000000004
apple,https://www.instagram.com/apple/,27200000.0,India,141800.0,189800.0,Computers,"['#foodinspo', '#weekendvibes', '#beautiful', '#fitspo', '#lovequotes', '#fit']",8508.0,19852.000000000004
nobrutv,https://www.instagram.com/nobrutv/,13200000.0,Brazil,286100.0,392500.0,Machinery,"['#musiclover', '#gym', '#motivational', '#surfing', '#getfit', '#fashionable', '#selfie', '#travelgram', '#love', '#holidayseason']",17166.0,40054.00000000001
larissamanoela,https://www.instagram.com/larissamanoela/,43600000.0,Brazil,71100.0,117900.0,Cinema,"['#travel', '#flex', '#happybirthday', '#foodjunkie', '#fashionblogger', '#fitfam', '#loveit']",4266.0,9954.000000000002
indiancricketteam,https://www.instagram.com/indiancricketteam/,22800000.0,India,191800.0,223200.0,Sports with a ball,"['#foodphotography', '#photographysouls', '#photography', '#holiday', '#goodvibes']",11508.0,26852.000000000004
k.kbeom,https://www.instagram.com/k.kbeom/,4800000.0,Indonesia,880600.0,1100000.0,Undefined,"['#quote', '#sunset', '#skiing', '#styleinspiration', '#travelgram', '#endurance', '#parkour', '#ootd', '#foodisart', '#lovequotes']",52836.0,123284.00000000001
nehasharmaofficial,https://www.instagram.com/nehasharmaofficial/,13600000.0,India,327000.0,375600.0,Cinema,"['#blogger', '#fit', '#cycling', '#foodstagram']",19620.0,45780.00000000001
raffinagita1717,https://www.instagram.com/raffinagita1717/,59300000.0,Indonesia,57000.0,86000.0,Shows,"['#foodfeed', '#hockey', '#follow4follow', '#smiles', '#sundayfunday', '#muscle', '#money', '#happybirthday', '#cars', '#food']",3420.0,7980.000000000001
wizkhalifa,https://www.instagram.com/wizkhalifa/,35100000.0,India,103100.0,145400.0,Music,"['#loveit', '#instagood', '#fashionista', '#like4like', '#dog', '#foodie', '#transportation']",6186.0,14434.000000000002
alok,https://www.instagram.com/alok/,26700000.0,Brazil,148500.0,191100.0,Music,"['#doglovers', '#summer2022', '#smile', '#fashionable', '#motivation', '#wanderlust']",8910.0,20790.000000000004
geewonii,https://www.instagram.com/geewonii/,6900000.0,Indonesia,562700.0,740800.0,Undefined,"['#manufacturing', '#familytime', '#art', '#success', '#fitspo', '#foodnetwork', '#foodie', '#foodgawker']",33762.0,78778.00000000001
dylansprouse,https://www.instagram.com/dylansprouse/,9300000.0,United States,348000.0,546300.0,Cinema,"['#summer2022', '#foodtime', '#weekendvibes', '#instatravel', '#foodforfoodies', '#luxury', '#boxing']",20880.0,48720.00000000001
navidmohammadzadeh,https://www.instagram.com/navidmohammadzadeh/,8000000.0,Iran,451500.0,637600.0,Cinema,"['#foodjunkie', '#cars', '#naturelovers', '#cycling', '#foodinspo', '#holidayvibes', '#foodoftheday']",27090.0,63210.00000000001
teyanataylor,https://www.instagram.com/teyanataylor/,14400000.0,United States,205100.0,347900.0,Music,"['#beach', '#foodheaven', '#motivational', '#smile', '#follow4follow']",12306.0,28714.000000000004
fcbayern,https://www.instagram.com/fcbayern/,30900000.0,Germany,109700.0,161500.0,Sports with a ball,"['#foodbloggerlife', '#goodmorning', '#makeup', '#new', '#foodphotography']",6582.0,15358.000000000002
markiplier,https://www.instagram.com/markiplier/,9700000.0,United States,459700.0,524000.0,Shows,"['#rugby', '#hockey', '#sports', '#picoftheday']",27582.0,64358.00000000001
yugyeom,https://www.instagram.com/yugyeom/,10700000.0,Thailand,362800.0,471100.0,Music,"['#photoart', '#fitnessmotivation', '#instalike', '#tech', '#sunset']",21768.0,50792.00000000001
sportscenter,https://www.instagram.com/sportscenter/,28400000.0,United States,97100.0,174300.0,Sports with a ball,"['#friendsforever', '#snowboarding', '#foodexperience', '#foodgrammer', '#lovequotes', '#education']",5826.0,13594.000000000002
lucyhale,https://www.instagram.com/lucyhale/,24300000.0,United States,153800.0,203300.0,Cinema,"['#cardio', '#instaphoto', '#tbt']",9228.0,21532.000000000004
lilhuddy,https://www.instagram.com/lilhuddy/,12100000.0,United States,274700.0,408800.0,Lifestyle,"['#skateboarding', '#foodstagrammer', '#foodlover', '#manufacturing', '#health', '#workout', '#amazing', '#extremesports', '#motivational', '#energy']",16482.0,38458.00000000001
aleoliveiracm,https://www.instagram.com/aleoliveiracm/,8199999.999999999,Brazil,248700.0,634900.0,Humor,"['#doglover', '#cars', '#fit', '#selfies', '#lovequotes']",14922.0,34818.0
nikitadragun,https://www.instagram.com/nikitadragun/,9100000.0,United States,358500.0,548400.0,Beauty,"['#cars', '#happynewyear', '#lovequotes']",21510.0,50190.00000000001
aliiiiiiiikarimi8,https://www.instagram.com/aliiiiiiiikarimi8/,9000000.0,Iran,370200.0,557400.0,Sports with a ball,"['#soccer', '#coffee', '#sun', '#motivation', '#baby', '#makeup', '#fashionstyle', '#life', '#blackandwhite']",22212.0,51828.00000000001
tamannaahspeaks,https://www.instagram.com/tamannaahspeaks/,15500000.0,India,270100.0,314700.0,Music,"['#fitnessmodel', '#strength', '#travelphotography', '#foodjunkie', '#picoftheday', '#doglovers', '#blogger']",16206.0,37814.0
sadiomaneofficiel,https://www.instagram.com/sadiomaneofficiel/,9300000.0,United Kingdom,369000.0,525900.0,Sports with a ball,"['#gains', '#fitness', '#education', '#foodie', '#selfies', '#follow4follow']",22140.0,51660.00000000001
thenewclassic,https://www.instagram.com/thenewclassic/,15700000.0,United States,190400.0,307500.0,Music,"['#skiing', '#shopping']",11424.0,26656.000000000004
beautifuldestinations,https://www.instagram.com/beautifuldestinations/,23000000.0,United States,156000.0,208700.0,Photography,"['#landscapephotography', '#picoftheday']",9360.0,21840.000000000004
wesleysafadao,https://www.instagram.com/wesleysafadao/,36100000.0,Brazil,81800.0,133700.0,Music,"['#beautyblogger', '#cute', '#instagood', '#muscle', '#weekend', '#success']",4908.0,11452.000000000002
nickjonas,https://www.instagram.com/nickjonas/,32200000.000000004,United States,104500.0,147400.0,Music,"['#fashionphotography', '#beauty', '#fit', '#golf', '#fitlife', '#skateboarding', '#fashionstyle']",6270.0,14630.000000000002
saipallavi.senthamarai,https://www.instagram.com/saipallavi.senthamarai/,5200000.0,India,815600.0,935000.0,Undefined,"['#makeup', '#workout', '#nature', '#extremesports', '#entertainment', '#yum', '#beautyful', '#health']",48936.0,114184.00000000001
alishalehmann7,https://www.instagram.com/alishalehmann7/,6300000.0,Brazil,407300.0,768900.0,Sports with a ball,"['#beautiful', '#new', '#happy', '#beautifuldestinations', '#yoga', '#style', '#construction']",24438.0,57022.00000000001
wizkidayo,https://www.instagram.com/wizkidayo/,13900000.0,Nigeria,181500.0,350600.0,Music,['#fashionphotography'],10890.0,25410.000000000004
lizakoshy,https://www.instagram.com/lizakoshy/,19600000.0,United States,180900.0,241300.0,Cinema,"['#happybirthday', '#construction', '#musiclover', '#foodoftheday', '#foodexperience', '#foodlover', '#beautyblogger', '#cardio']",10854.0,25326.000000000004
yaocabrera,https://www.instagram.com/yaocabrera/,9900000.0,Argentina,224000.0,486900.0,Undefined,"['#marathon', '#media', '#basketball', '#foodislifee', '#fitfam', '#health', '#foodfeed', '#friendsforlife', '#getfit', '#happiness']",13440.0,31360.000000000004
sincerooficial,https://www.instagram.com/sincerooficial/,20700000.0,Brazil,117000.0,227000.0,Humor,"['#follow', '#telecom', '#girlpower', '#styleblogger', '#yoga', '#runnersofinstagram', '#fit', '#goodvibes', '#pilates', '#summer']",7020.0,16380.000000000002
amandacerny,https://www.instagram.com/amandacerny/,24200000.0,India,120900.0,193300.0,Humor,"['#parkour', '#sundayfunday', '#snowboarding', '#goodnight', '#education', '#entertainment']",7254.0,16926.0
t22felton,https://www.instagram.com/t22felton/,11900000.0,United States,304400.0,394100.0,Music,"['#makeup', '#sunset', '#beauty', '#holidayseason']",18264.0,42616.00000000001
urstrulymahesh,https://www.instagram.com/urstrulymahesh/,7800000.0,India,550000.0,605900.0,Cinema,['#cute'],33000.0,77000.00000000001
sofiaalcastro,https://www.instagram.com/sofiaalcastro/,8400000.0,Colombia,410700.0,559300.0,Shows,"['#cycling', '#fun', '#gym', '#foodporn', '#igers']",24642.0,57498.00000000001
alvxaro,https://www.instagram.com/alvxaro/,8900000.0,Brazil,214200.0,538900.0,Lifestyle,"['#cricket', '#training', '#extremesports', '#foodie', '#foodie', '#foodstylist', '#manufacturing', '#blogger', '#instaphoto']",12852.0,29988.000000000004
giannis_an34,https://www.instagram.com/giannis_an34/,11900000.0,United States,244000.0,386100.0,Sports with a ball,"['#money', '#foodgawker', '#foodforfoodies']",14640.0,34160.0
therealstanlee,https://www.instagram.com/therealstanlee/,12100000.0,United States,281200.0,379200.0,Art,"['#foodisart', '#fashion', '#foodbloggersofinstagram', '#life', '#beautifuldestinations', '#funtime', '#foodgrammer', '#picoftheday', '#extremesports']",16872.0,39368.00000000001
hadise,https://www.instagram.com/hadise/,13500000.0,Turkey,290900.0,339400.0,Music,"['#crossfit', '#style', '#followback', '#landscapephotography', '#cycling', '#marathon', '#foodphotography', '#foodstagrammer']",17454.0,40726.00000000001
irinashayk,https://www.instagram.com/irinashayk/,17600000.0,Russia,188100.0,260200.0,Modeling,"['#dogsofinstagram', '#loveit', '#sports', '#foodexplorer', '#funny', '#naturephotography', '#foodaddict', '#foodstagrammer']",11286.0,26334.000000000004
naileadevora,https://www.instagram.com/naileadevora/,4800000.0,United States,657400.0,971900.0,Shows,"['#blessings', '#foodfeed', '#skateboarding', '#beautiful', '#vacation', '#snowboarding', '#goodnight', '#flex', '#golf']",39444.0,92036.00000000001
jeremyrenner,https://www.instagram.com/jeremyrenner/,17000000.0,United States,224200.0,268000.0,Shows,"['#pilates', '#styleinspiration', '#inspiration', '#cricket']",13452.0,31388.000000000004
aidanrgallagher,https://www.instagram.com/aidanrgallagher/,7200000.0,Mexico,535900.0,646700.0,Music,"['#friendsforlife', '#likeforlike', '#ootd', '#fashionstyle', '#foodie', '#foodie', '#strength']",32154.0,75026.0
barbieferreira,https://www.instagram.com/barbieferreira/,4200000.0,United States,600100.0,1100000.0,Undefined,"['#summer2022', '#foodieforlife', '#snowboarding', '#sports', '#fitness', '#baseball', '#landscapephotography']",36006.0,84014.00000000001
cazzu,https://www.instagram.com/cazzu/,9700000.0,Argentina,367800.0,471300.0,Music,"['#instaphoto', '#surfing', '#cricket', '#blogger', '#music']",22068.0,51492.00000000001
abdevilliers17,https://www.instagram.com/abdevilliers17/,16700000.0,India,233800.0,269700.0,Sports with a ball,"['#tennis', '#entrepreneur', '#wanderlust', '#trainhard']",14028.0,32732.000000000004
rafaeluccman,https://www.instagram.com/rafaeluccman/,8500000.0,Brazil,271700.0,560000.0,Lifestyle,"['#fashionable', '#amazing', '#fitlife', '#foodie', '#health', '#weekend', '#foodjunkie', '#instadaily', '#quote']",16302.0,38038.0
larray,https://www.instagram.com/larray/,6700000.0,United States,467200.0,682000.0,Lifestyle,"['#smilemore', '#football', '#funtime', '#baby', '#photographer', '#fitfam', '#beautiful']",28032.0,65408.00000000001
attahalilintar,https://www.instagram.com/attahalilintar/,22200000.0,Indonesia,147800.0,202100.0,Art,"['#telecom', '#friendshipgoals', '#coffee', '#igers', '#flex', '#tech', '#cycling', '#skiing', '#fashion', '#sky']",8868.0,20692.000000000004
melo,https://www.instagram.com/melo/,8000000.0,United States,278700.0,567100.0,Sports with a ball,"['#bestoftheday', '#beautifuldestinations', '#instaphoto', '#football', '#art']",16722.0,39018.00000000001
actorprabhas,https://www.instagram.com/actorprabhas/,7800000.0,India,514900.0,576700.0,Undefined,"['#wanderlust', '#skateboarding', '#followme', '#girlpower', '#foodphotography', '#happynewyear']",30894.0,72086.0
ashleybenson,https://www.instagram.com/ashleybenson/,22200000.0,Brazil,141000.0,199600.0,Modeling,"['#foodtime', '#music', '#soccer', '#doglover', '#smile', '#getfit', '#fitness']",8460.0,19740.000000000004
amadorat,https://www.instagram.com/amadorat/,7900000.0,Mexico,507400.0,567400.0,Fashion,"['#success', '#blogger', '#loveit']",30444.0,71036.0
auba,https://www.instagram.com/auba/,10800000.0,United Kingdom,259800.0,414100.0,Sports with a ball,"['#foodtime', '#girl', '#education', '#cardio', '#photographysouls', '#dog', '#photography', '#fashionblogger', '#cycling']",15588.0,36372.0
tiffanyyoungofficial,https://www.instagram.com/tiffanyyoungofficial/,11400000.0,Indonesia,312300.0,390200.0,Modeling,"['#amazing', '#fitness', '#fashionable', '#igers', '#parkour', '#skateboarding']",18738.0,43722.00000000001
geneliad,https://www.instagram.com/geneliad/,9200000.0,India,391600.0,485400.0,Cinema,"['#instagood', '#marathon', '#yoga']",23496.0,54824.00000000001
xsqueezie,https://www.instagram.com/xsqueezie/,7600000.0,France,507100.0,593000.0,Music,"['#musician', '#trendy', '#funtime', '#gains', '#instalike', '#foodlife', '#foodoftheday', '#basketball', '#sundayfunday']",30426.0,70994.0
d_degeaofficial,https://www.instagram.com/d_degeaofficial/,12600000.0,United Kingdom,247100.0,349600.0,Sports with a ball,['#style'],14826.0,34594.0
trueno,https://www.instagram.com/trueno/,6700000.0,Argentina,429900.0,668900.0,Music,"['#fashionstyle', '#yoga', '#family', '#foodstylist', '#boxing', '#follow', '#trailrunning', '#followback', '#musician']",25794.0,60186.00000000001
dean.schneider,https://www.instagram.com/dean.schneider/,10000000.0,India,343800.0,440200.0,Animals,"['#smilemore', '#instaphoto', '#fitness', '#cute', '#foodheaven', '#blessed', '#entrepreneur', '#snowboarding', '#fit', '#landscape']",20628.0,48132.00000000001
bypamella,https://www.instagram.com/bypamella/,9300000.0,Brazil,280500.0,480400.0,Shows,"['#athlete', '#foodbloggerlife', '#goodmorning', '#picoftheday', '#foodforfoodies', '#baby', '#runnersofinstagram', '#doglovers', '#golf', '#colorful']",16830.0,39270.00000000001
angeliqueboyer,https://www.instagram.com/angeliqueboyer/,13900000.0,Brazil,252400.0,316400.0,Shows,"['#energy', '#friendsforever', '#funtime', '#foodinspo', '#weekend', '#instafit', '#transportation', '#summer2022', '#instatravel', '#tennis']",15144.0,35336.0
zoeisabellakravitz,https://www.instagram.com/zoeisabellakravitz/,6600000.0,United States,443900.0,674500.0,Cinema,"['#foodislifee', '#friendshipgoals', '#baby']",26634.0,62146.00000000001
loreimprota,https://www.instagram.com/loreimprota/,12400000.0,Brazil,152400.0,353000.0,Art,['#hockey'],9144.0,21336.000000000004
riyadmahrez26.7,https://www.instagram.com/riyadmahrez26.7/,8199999.999999999,Algeria,419200.0,539900.0,Sports with a ball,"['#foodieforlife', '#instaphoto']",25152.0,58688.00000000001
redvelvet.smtown,https://www.instagram.com/redvelvet.smtown/,11100000.0,Indonesia,323500.0,393300.0,Music,"['#fashionstyle', '#strength', '#fashionphotography', '#foodheaven']",19410.0,45290.00000000001
noahbeck,https://www.instagram.com/noahbeck/,9000000.0,United States,298300.0,491500.0,Sports with a ball,"['#travelphotography', '#igers', '#bestoftheday', '#travelgram', '#holidayvibes', '#fitlife', '#cricket']",17898.0,41762.00000000001
djsnake,https://www.instagram.com/djsnake/,9100000.0,India,409800.0,486800.0,Music,"['#goodtimes', '#photographysouls', '#holiday', '#fashion', '#musiclover', '#cute', '#funtime', '#styleinspiration', '#goodvibes']",24588.0,57372.00000000001
